Date,Date,Average_close_price,Average_open_price,Highest_close_price,Highest_high,Highest_low,Lowest_high,Lowest_low,Lowest_open_price
2015,February,125.43210478947367,125.02368289473684,133.0,133.600006,131.169998,119.089996,116.08000200000001,118.050003
2015,January,110.64150084999999,111.1639995,118.900002,120.0,116.849998,107.43,104.629997,106.540001
2015,July,125.33545481818179,125.45045463636365,132.070007,132.970001,130.699997,122.57,119.220001,121.940002
2015,June,127.80681745454544,128.01363581818183,130.53999299999998,131.389999,130.050003,126.120003,124.480003,125.459999
2015,March,125.97090836363635,126.46636450000001,129.360001,130.279999,128.320007,124.699997,121.629997,122.309998
2015,May,128.76149974999998,128.70750080000002,132.53999299999998,132.970001,131.399994,126.08000200000001,123.360001,124.769997
2015,November,118.16249965000002,118.21799965,122.57,123.82,121.620003,114.239998,111.0,111.379997
2015,October,113.35999999999999,112.92454527272729,120.529999,121.220001,119.449997,109.620003,107.309998,108.010002
2015,September,112.7976188095238,113.012381,116.410004,116.889999,115.440002,110.449997,107.360001,108.970001
2016,April,106.73904780952381,106.78571461904762,112.099998,112.389999,111.33000200000001,94.720001,92.510002,93.989998
2016,August,107.66521813043478,107.46304360869563,109.480003,110.230003,109.209999,105.839996,104.0,104.410004
2016,December,114.3357144761905,113.99571376190475,117.260002,118.019997,116.779999,110.029999,108.25,109.16999799999999
2016,February,95.7464999,95.69599955,98.120003,98.889999,96.650002,94.5,92.589996,93.129997
2016,January,98.42894615789476,98.70631573684213,105.349998,105.849998,102.410004,94.519997,92.389999,93.790001
2016,July,98.55649979999998,98.45099945,104.339996,104.550003,103.68,95.400002,94.370003,94.599998
2016,June,96.62227277272729,96.5886365909091,99.650002,101.889999,98.959999,93.050003,91.5,92.900002
2016,March,104.26727295454545,103.81681863636364,109.559998,110.41999799999999,108.879997,100.769997,97.41999799999999,97.650002
2016,May,94.97476157142857,94.95857190476192,100.410004,100.730003,99.25,91.66999799999999,89.470001,90.0
2016,November,110.15428528571428,110.0823804285714,111.800003,113.769997,111.400002,107.68,104.08000200000001,106.57
2016,October,115.70714309523811,115.74380866666665,118.25,118.690002,117.449997,113.050003,112.279999,112.709999
2016,September,110.85714247619046,110.67333395238094,115.57,116.18,114.040001,105.720001,102.529999,102.650002
2017,April,142.88684157894735,143.03000115789476,144.770004,145.46000700000002,143.869995,141.880005,140.059998,141.220001
2017,August,159.02130595652173,158.9469577826087,164.0,164.520004,163.479996,150.220001,148.41000400000001,149.100006
2017,December,171.89150005,171.7219994,176.419998,177.199997,174.860001,170.199997,166.46000700000002,167.5
2017,February,133.71420931578945,133.23473763157895,137.110001,137.479996,136.699997,129.190002,127.010002,127.029999
2017,January,119.56999975000001,119.0934994,121.949997,122.440002,121.599998,116.33000200000001,114.760002,115.800003
2017,July,148.29949950000002,148.09650034999999,153.46000700000002,153.990005,153.059998,143.5,142.41000400000001,142.899994
2017,June,147.83136195454546,148.21500113636364,155.449997,155.979996,154.479996,144.479996,142.199997,143.320007
2017,March,140.61782630434783,140.362174,144.119995,144.5,143.5,138.78999299999998,137.050003,137.889999
2017,May,152.2277264090909,151.96590836363634,156.100006,156.649994,155.050003,147.139999,144.270004,145.100006
2017,November,172.40619109523809,172.49047566666664,176.240005,176.240005,174.649994,168.5,165.279999,166.600006
2017,October,157.81727254545453,157.35590718181814,169.03999299999998,169.649994,166.940002,153.860001,152.46000700000002,153.630005
2017,September,157.60849994999998,158.10900039999999,164.050003,164.940002,163.630005,151.830002,149.16000400000001,149.990005
2018,April,169.8342865238095,169.76523847619052,178.240005,178.940002,176.880005,164.330002,160.630005,162.130005
2018,August,207.02714528571428,205.34143071428574,209.070007,209.77999900000003,207.199997,201.759995,197.309998,199.130005
2018,February,167.6389472631579,167.2763157368421,178.970001,180.619995,178.16000400000001,157.889999,150.240005,154.830002
2018,January,174.0052374761905,174.0214277619047,179.259995,180.100006,178.25,167.369995,164.699997,165.529999
2018,July,190.31142904761901,190.1961902857143,194.820007,195.96000700000002,193.610001,186.41000400000001,183.419998,183.820007
2018,June,188.62142876190478,188.720477,193.979996,194.199997,192.360001,184.919998,180.729996,182.990005
2018,March,174.49619171428571,175.04714304761904,181.720001,183.5,180.21000700000002,169.919998,164.940002,167.25
2018,May,185.5368180909091,184.9563653636364,190.03999299999998,190.369995,187.860001,169.199997,165.270004,166.41000400000001
